"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Volume of Sales","2010","Cork","New","Filings","Non-Household Buyer","All Sale Types","Number","37"
"Volume of Sales","2010","Cork","New","Executions","Household Buyer - All","All Sale Types","Number","549"
"Volume of Sales","2010","Cork","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","304"
"Volume of Sales","2010","Cork","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","181"
"Volume of Sales","2010","Cork","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","64"
"Volume of Sales","2010","Cork","New","Executions","Non-Household Buyer","All Sale Types","Number","31"
"Volume of Sales","2010","Cork","Existing","Filings","Household Buyer - All","All Sale Types","Number","2451"
"Volume of Sales","2010","Cork","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","961"
"Volume of Sales","2010","Cork","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","898"
"Volume of Sales","2010","Cork","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","592"
"Volume of Sales","2010","Cork","Existing","Filings","Non-Household Buyer","All Sale Types","Number","49"
"Volume of Sales","2010","Cork","Existing","Executions","Household Buyer - All","All Sale Types","Number","2420"
"Volume of Sales","2010","Cork","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","934"
"Volume of Sales","2010","Cork","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","918"
"Volume of Sales","2010","Cork","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","568"
"Volume of Sales","2010","Cork","Existing","Executions","Non-Household Buyer","All Sale Types","Number","51"
"Volume of Sales","2010","Kerry","New","Filings","Household Buyer - All","All Sale Types","Number","240"
"Volume of Sales","2010","Kerry","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","103"
"Volume of Sales","2010","Kerry","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","65"
"Volume of Sales","2010","Kerry","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","72"
"Volume of Sales","2010","Kerry","New","Filings","Non-Household Buyer","All Sale Types","Number","12"
"Volume of Sales","2010","Kerry","New","Executions","Household Buyer - All","All Sale Types","Number","193"
"Volume of Sales","2010","Kerry","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","83"
"Volume of Sales","2010","Kerry","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","55"
"Volume of Sales","2010","Kerry","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","55"
"Volume of Sales","2010","Kerry","New","Executions","Non-Household Buyer","All Sale Types","Number","12"
"Volume of Sales","2010","Kerry","Existing","Filings","Household Buyer - All","All Sale Types","Number","700"
"Volume of Sales","2010","Kerry","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","216"
"Volume of Sales","2010","Kerry","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","263"
"Volume of Sales","2010","Kerry","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","221"
"Volume of Sales","2010","Kerry","Existing","Filings","Non-Household Buyer","All Sale Types","Number","20"
"Volume of Sales","2010","Kerry","Existing","Executions","Household Buyer - All","All Sale Types","Number","694"
"Volume of Sales","2010","Kerry","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","213"
"Volume of Sales","2010","Kerry","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","264"
"Volume of Sales","2010","Kerry","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","217"
"Volume of Sales","2010","Kerry","Existing","Executions","Non-Household Buyer","All Sale Types","Number","19"
"Volume of Sales","2010","Limerick","New","Filings","Household Buyer - All","All Sale Types","Number","264"
"Volume of Sales","2010","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","129"
"Volume of Sales","2010","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","74"
"Volume of Sales","2010","Limerick","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","61"
"Volume of Sales","2010","Limerick","New","Filings","Non-Household Buyer","All Sale Types","Number","14"
"Volume of Sales","2010","Limerick","New","Executions","Household Buyer - All","All Sale Types","Number","188"
"Volume of Sales","2010","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","98"
"Volume of Sales","2010","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","47"
"Volume of Sales","2010","Limerick","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","43"
"Volume of Sales","2010","Limerick","New","Executions","Non-Household Buyer","All Sale Types","Number","3"
"Volume of Sales","2010","Limerick","Existing","Filings","Household Buyer - All","All Sale Types","Number","847"
"Volume of Sales","2010","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","328"
"Volume of Sales","2010","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","340"
"Volume of Sales","2010","Limerick","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","179"
"Volume of Sales","2010","Limerick","Existing","Filings","Non-Household Buyer","All Sale Types","Number","7"
"Volume of Sales","2010","Limerick","Existing","Executions","Household Buyer - All","All Sale Types","Number","816"
"Volume of Sales","2010","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","296"
"Volume of Sales","2010","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","335"
"Volume of Sales","2010","Limerick","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","185"
"Volume of Sales","2010","Limerick","Existing","Executions","Non-Household Buyer","All Sale Types","Number","5"
"Volume of Sales","2010","Tipperary","New","Filings","Household Buyer - All","All Sale Types","Number","168"
"Volume of Sales","2010","Tipperary","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","85"
"Volume of Sales","2010","Tipperary","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","40"
"Volume of Sales","2010","Tipperary","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","43"
"Volume of Sales","2010","Tipperary","New","Filings","Non-Household Buyer","All Sale Types","Number","9"
"Volume of Sales","2010","Tipperary","New","Executions","Household Buyer - All","All Sale Types","Number","137"
"Volume of Sales","2010","Tipperary","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","86"
"Volume of Sales","2010","Tipperary","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","27"
"Volume of Sales","2010","Tipperary","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","24"
"Volume of Sales","2010","Tipperary","New","Executions","Non-Household Buyer","All Sale Types","Number","19"
"Volume of Sales","2010","Tipperary","Existing","Filings","Household Buyer - All","All Sale Types","Number","623"
"Volume of Sales","2010","Tipperary","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","217"
"Volume of Sales","2010","Tipperary","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","280"
"Volume of Sales","2010","Tipperary","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","126"
"Volume of Sales","2010","Tipperary","Existing","Filings","Non-Household Buyer","All Sale Types","Number","14"
"Volume of Sales","2010","Tipperary","Existing","Executions","Household Buyer - All","All Sale Types","Number","594"
"Volume of Sales","2010","Tipperary","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","196"
"Volume of Sales","2010","Tipperary","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","279"
"Volume of Sales","2010","Tipperary","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","119"
"Volume of Sales","2010","Tipperary","Existing","Executions","Non-Household Buyer","All Sale Types","Number","12"
"Volume of Sales","2010","Waterford","New","Filings","Household Buyer - All","All Sale Types","Number","122"
"Volume of Sales","2010","Waterford","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","66"
"Volume of Sales","2010","Waterford","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","33"
"Volume of Sales","2010","Waterford","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","23"
"Volume of Sales","2010","Waterford","New","Filings","Non-Household Buyer","All Sale Types","Number","15"
"Volume of Sales","2010","Waterford","New","Executions","Household Buyer - All","All Sale Types","Number","93"
"Volume of Sales","2010","Waterford","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","47"
"Volume of Sales","2010","Waterford","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","27"
"Volume of Sales","2010","Waterford","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","19"
"Volume of Sales","2010","Waterford","New","Executions","Non-Household Buyer","All Sale Types","Number","14"
"Volume of Sales","2010","Waterford","Existing","Filings","Household Buyer - All","All Sale Types","Number","504"
"Volume of Sales","2010","Waterford","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","177"
"Volume of Sales","2010","Waterford","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","212"
"Volume of Sales","2010","Waterford","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","115"
"Volume of Sales","2010","Waterford","Existing","Filings","Non-Household Buyer","All Sale Types","Number","9"
"Volume of Sales","2010","Waterford","Existing","Executions","Household Buyer - All","All Sale Types","Number","524"
"Volume of Sales","2010","Waterford","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","170"
"Volume of Sales","2010","Waterford","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","216"
"Volume of Sales","2010","Waterford","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","138"
"Volume of Sales","2010","Waterford","Existing","Executions","Non-Household Buyer","All Sale Types","Number","8"
"Volume of Sales","2010","Galway","New","Filings","Household Buyer - All","All Sale Types","Number","327"
"Volume of Sales","2010","Galway","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","162"
"Volume of Sales","2010","Galway","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","99"
"Volume of Sales","2010","Galway","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","66"
"Volume of Sales","2010","Galway","New","Filings","Non-Household Buyer","All Sale Types","Number","4"
"Volume of Sales","2010","Galway","New","Executions","Household Buyer - All","All Sale Types","Number","283"
"Volume of Sales","2010","Galway","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","150"
"Volume of Sales","2010","Galway","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","85"
"Volume of Sales","2010","Galway","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","48"
"Volume of Sales","2010","Galway","New","Executions","Non-Household Buyer","All Sale Types","Number","8"
